grid	eDNFFL	total	gained	kept	lost	DNF	eg	ek	el	egr	ekr	elr
1	0	0	0	0	0	0	0	0	0	0	0	0
2	0.0039525692	1	0	1	0	0	0.1388888889	0.4841269841	0.376984127	#DIV/0!	#DIV/0!	#DIV/0!
3	0.0592885375	3	0	2	1	0	0.9435483871	1.1491935484	0.9072580645	#DIV/0!	#DIV/0!	#DIV/0!
4	0.0316205534	2	1	1	0	0	0.6345381526	0.6506024096	0.7148594378	#DIV/0!	#DIV/0!	#DIV/0!
5	0.04743083	3	0	2	1	0	1.2289156627	0.8674698795	0.9036144578	#DIV/0!	#DIV/0!	#DIV/0!
6	0.0395256917	2	0	1	1	0	0.6774193548	0.6048387097	0.7177419355	#DIV/0!	#DIV/0!	#DIV/0!
7	0.1304347826	3	1	1	1	0	1.4628099174	0.7066115702	0.8305785124	#DIV/0!	#DIV/0!	#DIV/0!
8	0.2173913043	11	7	2	1	1	3.7903225806	2.4596774194	3.75	#DIV/0!	#DIV/0!	#DIV/0!
9	0.2371541502	6	2	3	1	0	3.037037037	1.0617283951	1.9012345679	#DIV/0!	#DIV/0!	#DIV/0!
10	0.1422924901	6	4	1	1	0	2.3805668016	1.3360323887	2.2834008097	#DIV/0!	#DIV/0!	#DIV/0!
11	0.2063492063	4	3	0	1	0	1.9581589958	0.5355648536	1.5062761506	2.0294117647	0.5807787904	1.3898094449
12	0.1027667984	2	2	0	0	0	1.45	0.5	1.05	0.92	0.32	0.76
13	0.2766798419	5	4	1	0	0	2.9288702929	0.7949790795	1.2761506276	2.5	0.8450704225	1.6549295775
14	0.1541501976	3	2	0	1	0	1.425	0.4125	1.1625	1.4794520548	0.4931506849	1.0273972603
15	0.0515873016	1	1	0	0	0	0.5564853556	0.1841004184	0.2594142259	0.5371179039	0.1659388646	0.2969432314
16	0	0	0	0	0	0	0	0	0	0	0	0
17	0.0431372549	1	0	0	1	0	0.6024590164	0.1475409836	0.25	0.5782608696	0.1347826087	0.2869565217
18	0	0	0	0	0	0	0	0	0	0	0	0
19	0	0	0	0	0	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0	0	0	0	0	0
21	0.0592105263	1	1	0	0	0	0.7552447552	0.1468531469	0.0979020979	0.619047619	0.1471861472	0.2337662338
22	0.0066225166	1	1	0	0	0	0.7733333333	0.1733333333	0.0533333333	0.6987447699	0.1213389121	0.179916318
23	0	1	1	0	0	0	0.6964285714	0.2321428571	0.0714285714	0.7574468085	0.170212766	0.0723404255
24	0.037037037	1	1	0	0	0	0.7692307692	0.2307692308	0	0.8117154812	0.1882845188	0
