grid	eDNFFL	total	gained	kept	lost	DNF	eg	ek	el	egr	ekr	elr
1	0.0592885375	15	0	14	1	0	0	11.6666666667	3.3333333333	#DIV/0!	#DIV/0!	#DIV/0!
2	0.0355731225	9	2	4	3	0	1.25	4.3571428571	3.3928571429	#DIV/0!	#DIV/0!	#DIV/0!
3	0.1976284585	10	3	7	0	0	3.1451612903	3.8306451613	3.0241935484	#DIV/0!	#DIV/0!	#DIV/0!
4	0.1581027668	10	2	6	2	0	3.1726907631	3.2530120482	3.5742971888	#DIV/0!	#DIV/0!	#DIV/0!
5	0.04743083	3	1	2	0	0	1.2289156627	0.8674698795	0.9036144578	#DIV/0!	#DIV/0!	#DIV/0!
6	0.0592885375	3	2	1	0	0	1.0161290323	0.9072580645	1.0766129032	#DIV/0!	#DIV/0!	#DIV/0!
7	0.0869565217	2	1	0	1	0	0.9752066116	0.4710743802	0.5537190083	1.0196078431	0.2745098039	0.7058823529
8	0.0988142292	5	1	0	4	0	1.8951612903	1.2298387097	1.875	2.3	0.8	1.9
9	0.0790513834	2	0	1	1	0	1.012345679	0.353909465	0.633744856	1	0.338028169	0.661971831
10	0.0948616601	4	0	3	1	0	1.5870445344	0.8906882591	1.5222672065	1.9441179637	0.6241383023	1.4317437339
11	0.3611111111	7	4	1	2	0	3.4267782427	0.9372384937	2.6359832636	3.8009682931	1.1304157965	2.0686159104
12	0.1027667984	2	0	2	0	0	0.9666666667	0.3333333333	0.7	0.9956331878	0.2707423581	0.7336244541
13	0.1660079051	3	2	1	0	0	1.7573221757	0.4769874477	0.7656903766	1.7347826087	0.4043478261	0.8608695652
14	0.1541501976	3	2	0	1	0	1.425	0.4125	1.1625	1.5581614215	0.3767504894	1.0650880891
15	0.1547619048	3	1	0	0	2	0.5564853556	0.1841004184	0.2594142259	0.6176470588	0.1554621849	0.2268907563
16	0.25	7	6	0	1	0	4.0041152263	0.8641975309	2.1316872428	4.3076923077	0.8974358974	1.7948717949
17	0.0862745098	2	1	0	1	0	1.2049180328	0.2950819672	0.5	1.2380952381	0.2943722944	0.4675324675
18	0.0873015873	2	1	1	0	0	1.2863070539	0.1742738589	0.5394190871	1.3974895397	0.2426778243	0.359832636
19	0.0564516129	1	1	0	0	0	0.6794871795	0.1623931624	0.1581196581	0.7574468085	0.170212766	0.0723404255
20	0.0897959184	2	2	0	0	0	1.4444444444	0.358974359	0.1965811966	1.510460251	0.309623431	0.179916318
21	0.1184210526	2	1	1	0	0	1.5104895105	0.2937062937	0.1958041958	1.514893617	0.3404255319	0.1446808511
22	0.0066225166	1	1	0	0	0	0.7733333333	0.1733333333	0.0533333333	0.8117154812	0.1882845188	0
23	0	0	0	0	0	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0	0	0	0	0	0
